Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Total_order_cycle_time,Total_Logistics_Cost,Net_profit,Cost_Efficiency_Ratio,Capacity_Utilization,Inventory_Turnover_Ratio,Stock_to_Demand_Ratio
WH401,Seattle,3759,1018,3,3,17,60495,S810,Apparel,6247,4.65542398089618,9.67690660136815,1.7528227091073534,41287,4925,11217,124,40,98,7.65542398089618,76637,-70390,12.267808548103089,9.104560757623464,1.661878159084863,3.692534381139489
WH440,San Francisco,3296,3925,2,5,14,31611,S429,Groceries,4216,4.15079855920052,1.6063667169165947,3.815167434066968,34858,2509,2403,159,45,40,9.15079855920052,36523,-32307,8.662950664136622,9.455505192495266,1.279126213592233,0.8397452229299363
WH269,Miami,1573,2459,5,6,6,44851,S863,Apparel,5249,0.5602358603914286,9.400063276128268,4.991261774355099,35387,17511,14135,249,22,69,6.560235860391429,76497,-71248,14.57363307296628,4.445135219148274,3.336935791481246,0.6396909312728751
WH280,San Francisco,3364,3219,10,3,9,72445,S396,Furniture,7808,1.6673385816493742,0.7261309960621802,4.620090024836683,11340,16014,5555,150,17,70,4.667338581649374,94014,-86206,12.040727459016393,29.664902998236332,2.3210463733650415,1.045045045045045
WH224,New York,2460,509,4,1,18,51625,S634,Automotive,5160,3.225959290317888,3.45230173708965,1.7727720618081642,25172,19245,13942,247,25,15,4.225959290317888,84812,-79652,16.43643410852713,9.772763387891308,2.097560975609756,4.833005893909626
WH195,New York,833,3175,4,3,6,95174,S346,Apparel,5369,1.6119419454824,6.910683212213677,2.753405881554688,46936,11659,13600,20,29,35,4.6119419454824,120433,-115064,22.431178990501024,1.7747571160729503,6.445378151260504,0.26236220472440946
WH242,Atlanta,3010,1765,2,1,18,34994,S136,Furniture,7756,1.434040342082321,1.834622098138203,1.9091509355393868,47303,14519,9948,245,45,47,2.434040342082321,59461,-51705,7.666451779267664,6.363232775933874,2.5767441860465117,1.7053824362606231
WH375,Denver,4991,3810,7,3,15,89876,S372,Automotive,7625,1.3308846758695665,5.397408371929328,2.2802815929964684,11753,1898,8285,120,49,52,4.330884675869567,100059,-92434,13.122491803278688,42.465753424657535,1.5277499499098377,1.30997375328084
WH099,Miami,4998,1200,9,7,16,64791,S411,Furniture,6075,0.7599949341679718,5.714418204789014,3.8622821979780886,35815,2792,11106,256,47,78,7.759994934167972,78689,-72614,12.95292181069959,13.955046768113919,1.215486194477791,4.165
WH216,New York,2492,2973,9,5,23,47857,S201,Apparel,2441,2.63488505525635,8.661110256453718,1.2204706686611209,49704,8597,676,283,36,65,7.634885055256349,57130,-54689,23.404342482589104,5.0136809914695,0.9795345104333868,0.8382105617221661
WH187,Atlanta,1298,4148,10,5,10,70464,S684,Apparel,2619,3.154068570288584,4.966517084092609,4.654195346188171,20213,10252,6489,24,8,27,8.154068570288583,87205,-84586,33.29705994654448,6.4216098550437835,2.0177195685670264,0.31292189006750243
WH434,New York,3535,4561,8,7,19,66003,S677,Electronics,9752,4.76460263830698,6.96512693399273,2.899379271822176,27446,4070,2268,6,33,27,11.764602638306979,72341,-62589,7.418068088597211,12.879836770385483,2.7586987270155587,0.7750493312869985
WH388,Dallas,2595,4478,8,2,23,36726,S813,Electronics,7212,2.7293604007666152,3.876420576860777,1.2275020596344786,13371,5624,6640,166,27,60,4.729360400766615,48990,-41778,6.792845257903494,19.407673322862912,2.779190751445087,0.5794997766860206
WH044,Miami,1697,3299,4,5,17,87372,S501,Groceries,8936,2.577018869781421,4.131810748080127,1.6380197741513682,44716,6489,14212,47,31,30,7.577018869781421,108073,-99137,12.09411369740376,3.795062170140442,5.265763111373011,0.5143983025159139
WH471,Chicago,1312,3307,6,5,24,96271,S136,Groceries,1605,0.6949267186102566,7.58836927118285,3.4228998663148102,43037,11793,3716,73,18,93,5.694926718610256,111780,-110175,69.64485981308411,3.048539628691591,1.2233231707317074,0.39673420018143335
WH162,Seattle,1443,1157,4,4,18,76947,S109,Automotive,3327,0.9871784414898837,6.9040491815699525,1.2630262633084492,23449,18784,11728,259,20,38,4.987178441489884,107459,-104132,32.29906822963631,6.15378054501258,2.3056133056133055,1.247191011235955
WH197,Seattle,3327,3799,9,4,13,34130,S309,Furniture,1450,3.444852049172327,3.583126697212627,3.350975261523341,28103,10754,1809,36,5,30,7.444852049172328,46693,-45243,32.20206896551724,11.838593744440097,0.43582807333934476,0.8757567780994999
WH007,Miami,3165,4971,9,4,16,98563,S312,Electronics,7138,3.3058634955427797,1.505462166658272,4.480919463682463,17714,15161,13676,38,37,46,7.30586349554278,127400,-120262,17.848136732978425,17.86722366489782,2.255292259083728,0.6366928183464092
WH124,New York,1340,2971,6,7,25,79393,S819,Automotive,5874,1.0570412297597962,7.417042138817403,3.9577519642036014,33504,9168,1607,140,20,12,8.057041229759797,90168,-84294,15.350357507660878,3.999522445081184,4.383582089552239,0.4510265903736116
WH343,Denver,857,4872,7,3,21,66122,S771,Apparel,1948,0.9136875618552618,6.179871076910098,1.1370676051536948,33036,2440,8450,82,27,44,3.913687561855262,77012,-75064,39.53388090349076,2.5941397263591233,2.2730455075845972,0.1759031198686371
WH466,San Francisco,2791,3728,10,5,6,53951,S211,Groceries,4632,2.9815658082738885,0.8859390721709488,1.6189229337661954,49896,7065,557,2,26,43,7.9815658082738885,61573,-56941,13.292962003454232,5.593634760301427,1.6596202078108204,0.7486587982832618
WH127,Miami,2334,5100,7,4,6,77838,S347,Electronics,9465,4.293963591620115,4.299181282408586,1.4437609885294598,30756,13127,1215,125,44,100,8.293963591620116,92180,-82715,9.73903856312731,7.58876316816231,4.0552699228791775,0.4576470588235294
WH156,Los Angeles,2798,1481,6,4,23,30568,S920,Apparel,8115,4.894737957476656,6.806793111677761,2.3380466708028083,22257,1110,5314,292,10,81,8.894737957476657,36992,-28877,4.558471965495995,12.571325875005614,2.900285918513224,1.8892640108035113
WH079,Chicago,4813,2247,6,7,14,58707,S491,Apparel,7205,4.197616818738573,4.566706750953509,3.768307775122011,30328,11105,3728,206,48,40,11.197616818738574,73540,-66335,10.20680083275503,15.86982326562912,1.4969873259921047,2.1419670672007123
WH022,Houston,2651,4180,6,1,5,40114,S571,Groceries,9713,1.7433399483828371,2.575204869333072,2.188437890527302,26441,16376,3721,216,37,83,2.743339948382837,60211,-50498,6.199011633892721,10.026095836012255,3.663900414937759,0.6342105263157894
WH270,Dallas,532,4281,8,4,11,87888,S184,Furniture,6644,3.4822959389454446,1.514175873010643,1.5038789114051263,48750,18999,9465,279,8,53,7.482295938945445,116352,-109708,17.512341962673087,1.0912820512820514,12.488721804511279,0.12427003036673674
WH263,Los Angeles,2607,4256,3,2,13,94791,S892,Apparel,6189,4.389174887021215,2.489233291346702,3.349496436138462,10928,15210,10826,137,1,37,6.389174887021215,120827,-114638,19.52286314428825,23.85614934114202,2.3739930955120827,0.612546992481203
WH466,Los Angeles,3954,4082,7,2,13,86732,S219,Automotive,2398,3.4315867630283257,5.442030993712262,2.3162016843533744,10369,5264,2813,283,22,86,5.431586763028326,94809,-92411,39.53669724770642,38.132896132703245,0.6064744562468386,0.9686428221460068
WH254,Dallas,3708,2235,7,5,17,36749,S521,Furniture,6759,4.245877681403539,6.026154882440943,4.251698802025805,36428,7985,9161,98,35,23,9.245877681403538,53895,-47136,7.97381269418553,10.178983199736466,1.8228155339805825,1.6590604026845637
WH141,Denver,980,2070,7,4,18,96843,S119,Automotive,8159,4.0399757922900985,5.638568988753409,2.0401231057083216,15824,10856,12927,70,41,52,8.039975792290099,120626,-112467,14.784409854148793,6.193124368048534,8.325510204081633,0.47342995169082125
WH295,Denver,1834,1077,7,7,16,37429,S396,Groceries,4210,3.1469617803986503,1.7596745187193243,3.902309300262796,12488,10894,10745,164,12,6,10.14696178039865,59068,-54858,14.03040380047506,14.686098654708521,2.295528898582334,1.702878365831012
WH050,Seattle,4324,1831,3,4,17,43981,S921,Groceries,1393,1.1280814456483437,7.109339579621852,1.7449045392822646,46359,14236,13470,70,5,89,5.128081445648344,71687,-70294,51.462311557788944,9.327207230526973,0.3221554116558742,2.361551064991808
WH228,New York,2548,4355,6,5,18,95645,S558,Groceries,4284,4.771542168206818,6.609676065944194,1.96418362917576,44370,8185,5267,248,18,88,9.771542168206818,109097,-104813,25.466153127917835,5.742618886635114,1.6813186813186813,0.5850746268656717
WH125,Denver,3380,5055,6,4,24,66402,S735,Groceries,5544,2.2311774109484483,8.511802042037194,1.28832640241377,23744,13811,9053,146,4,85,6.231177410948448,89266,-83722,16.101370851370852,14.235175202156332,1.6402366863905324,0.66864490603363
WH006,Atlanta,1314,4858,5,2,18,42837,S955,Groceries,3448,2.1723522245761657,5.843548804633928,2.868405400576916,15353,16110,7856,70,42,31,4.172352224576166,66803,-63355,19.374419953596288,8.558587898130659,2.624048706240487,0.2704816797035817
WH043,Miami,570,4885,4,5,7,57506,S167,Groceries,4262,3.2196138149263485,4.218476444831822,2.932320275333834,16459,19635,13095,61,1,62,8.219613814926348,90236,-85974,21.172219615204128,3.4631508597120115,7.47719298245614,0.11668372569089049
WH250,San Francisco,528,1982,2,1,9,80086,S230,Groceries,1513,3.6353295637262,2.1514037788288585,2.585306771833449,30525,18993,7758,49,34,36,4.6353295637262,106837,-105324,70.61269001982815,1.7297297297297298,2.865530303030303,0.26639757820383453
WH306,Houston,4942,4080,5,3,25,44339,S210,Groceries,9609,3.92591943567002,0.5067553350714313,1.249607483589442,46227,9557,8166,102,37,20,6.9259194356700196,62062,-52453,6.458736601103133,10.690721872498758,1.944354512343181,1.2112745098039215
WH018,Miami,2482,516,2,2,17,79112,S491,Apparel,2238,2.303450971010143,1.7629513346528352,4.088770744703288,24140,15962,4290,292,23,70,4.303450971010143,99364,-97126,44.398570151921355,10.28169014084507,0.9016921837228042,4.810077519379845
WH055,Dallas,3790,2904,8,4,13,80868,S929,Groceries,3819,0.7883545024077682,6.447282385305265,4.699026272849533,18187,16069,12253,248,49,31,4.788354502407768,109190,-105371,28.591254255040585,20.83906086765272,1.0076517150395778,1.3050964187327823
WH454,Los Angeles,2838,3097,4,5,24,52345,S856,Groceries,1932,3.2398408285236115,3.161294892494549,1.2233738808581744,41612,2593,12276,9,33,22,8.239840828523612,67214,-65282,34.789855072463766,6.820148034220898,0.6807610993657506,0.9163706813044882
WH178,Atlanta,1055,3915,9,1,16,93626,S917,Automotive,6077,1.378647727475505,3.1933413332207032,2.606415416015871,13099,12517,8893,283,37,99,2.3786477274755047,115036,-108959,18.929735066644724,8.054049927475381,5.760189573459716,0.26947637292464877
WH486,Seattle,2163,4952,7,6,10,63033,S768,Automotive,3870,0.9044239890708552,7.788806685434134,3.996709577070427,26467,18771,5622,160,49,59,6.904423989070855,87426,-83556,22.590697674418603,8.172441153134091,1.7891816920943135,0.43679321486268174
WH107,San Francisco,3237,4641,5,1,18,89202,S218,Automotive,8491,2.371239114826022,7.636075282413879,3.935632809599674,24438,17255,12267,136,8,7,3.371239114826022,118724,-110233,13.982334236250146,13.245764792536214,2.6231078158789,0.6974789915966386
WH242,Miami,1440,1135,2,2,22,64823,S471,Apparel,2917,3.746115605276315,9.613737533870475,3.3716614862742995,40012,18694,5063,49,8,67,5.746115605276315,88580,-85663,30.366815221117587,3.5989203239028296,2.0256944444444445,1.2687224669603525
WH353,San Francisco,3119,4223,2,7,7,34027,S763,Electronics,5461,1.9483658513573847,8.492109830382054,2.494557724836613,46381,6415,861,71,38,8,8.948365851357385,41303,-35842,7.563266800952206,6.7247364222418655,1.7508816928502726,0.738574473123372
WH477,Miami,938,4245,5,4,23,52190,S601,Automotive,7383,4.569937274919113,4.314258633948287,2.6611488684907405,13574,11663,7327,209,14,63,8.569937274919113,71180,-63797,9.641067316808885,6.910269633122146,7.871002132196162,0.2209658421672556
WH189,San Francisco,783,1310,6,3,5,97457,S733,Electronics,2030,2.342681367211197,1.0144603293710803,2.151291746860922,33885,1985,6261,257,23,71,5.342681367211197,105703,-103673,52.070443349753695,2.3107569721115535,2.5925925925925926,0.5977099236641221
WH097,Houston,4588,4176,2,3,15,73887,S744,Electronics,9762,2.2802591344456937,6.335227603505666,3.189628988075053,15219,5923,7977,238,26,26,5.280259134445694,87787,-78025,8.992726900225364,30.146527367106906,2.1277244986922406,1.0986590038314177
WH174,Los Angeles,2771,4542,10,1,8,89581,S508,Electronics,8717,1.2774135817004648,6.994702732536864,4.149458958361379,45941,17813,9555,190,34,91,2.277413581700465,116949,-108232,13.416198233337157,6.031649289305848,3.1457957416095272,0.6100836635843241
WH153,Atlanta,3630,956,9,7,7,45897,S517,Apparel,3023,2.7416817060213257,5.330618320677362,2.577514247636304,16306,10185,14293,96,41,25,9.741681706021325,70375,-67352,23.279854449222626,22.261744143260152,0.8327823691460056,3.797071129707113
WH334,Los Angeles,4069,1971,5,4,11,41108,S456,Groceries,2308,4.038621486568559,2.190833817906946,1.0845975511805928,37238,12903,7918,121,24,14,8.038621486568559,61929,-59621,26.832322357019063,10.927010043503946,0.5672155320717621,2.0644342973110095
WH082,San Francisco,4892,1083,7,5,19,97049,S183,Electronics,5580,3.672574028461696,0.8975352753545169,1.180772972936135,15458,14880,14212,9,49,6,8.672574028461696,126141,-120561,22.605913978494623,31.64704360201837,1.1406377759607522,4.517082179132041
WH125,Seattle,1085,3932,2,1,10,31964,S539,Electronics,5896,4.531215735919565,0.9841134997220558,4.854329604765839,34914,15079,12423,271,13,41,5.531215735919565,59466,-53570,10.085820895522389,3.1076359053674745,5.434101382488479,0.275940996948118
WH347,Seattle,1133,3203,2,1,17,85331,S395,Apparel,2526,3.4017176191198857,5.039495031269183,4.472942625972051,37204,7396,11618,129,33,51,4.401717619119886,104345,-101819,41.308392715756135,3.045371465433824,2.229479258605472,0.3537308773025289
WH425,Dallas,1070,4667,5,5,15,94026,S466,Furniture,9375,3.4963317609672213,9.10707796123616,4.253821657931439,29777,8675,5657,28,1,70,8.496331760967221,108358,-98983,11.558186666666666,3.593377438962958,8.761682242990654,0.2292693379044354
WH153,Seattle,2783,3089,6,4,20,31379,S147,Automotive,5599,3.8532196867650392,5.177985872565143,4.144548805889327,34966,9430,7684,210,32,91,7.853219686765039,48493,-42894,8.661010894802644,7.9591603271749705,2.0118577075098814,0.9009388151505342
WH458,Dallas,2956,591,7,4,11,68101,S816,Apparel,8829,3.308230484668904,5.851436733787557,3.895181314504229,34314,19128,9077,197,37,73,7.308230484668904,96306,-87477,10.90791709140333,8.614559654951332,2.98680649526387,5.001692047377326
WH362,San Francisco,1105,1494,4,7,16,86457,S396,Automotive,8357,1.3210481495822426,1.4551772259449398,1.406863888155149,44544,4098,7715,131,3,22,8.321048149582243,98270,-89913,11.75900442742611,2.4806932471264367,7.56289592760181,0.7396251673360107
WH185,Atlanta,4025,1348,3,2,6,32278,S134,Automotive,2457,0.7197221595936485,6.893959055545324,1.2262535496679594,22903,1778,4901,249,5,46,2.7197221595936485,38957,-36500,15.855514855514855,17.574116927913373,0.6104347826086957,2.985905044510386
WH254,Atlanta,4276,3468,10,1,16,44679,S410,Furniture,6997,3.560400811312308,1.1852996332661525,1.7906886450859072,25956,1174,14281,122,6,54,4.560400811312308,60134,-53137,8.594254680577391,16.474032978887347,1.6363423760523854,1.2329873125720876
WH472,New York,4067,2378,5,7,8,55131,S214,Automotive,8284,2.6948991088537606,7.807269760553269,1.6785180324304214,40549,17999,12708,226,12,46,9.694899108853761,85838,-77554,10.361902462578465,10.029840439961529,2.0368822227686256,1.710260723296888
WH315,Los Angeles,2253,2408,7,4,5,78804,S722,Furniture,9539,3.935153366504568,1.6094199709814914,4.145083252784581,17822,14959,4780,61,42,74,7.935153366504569,98543,-89004,10.330537792221406,12.641678823925485,4.233910341766533,0.9356312292358804
WH233,Denver,3633,3446,10,4,5,80642,S398,Furniture,8647,4.680226191008989,9.480227208677835,1.871207718604752,40696,5691,2231,278,3,33,8.68022619100899,88564,-79917,10.24216491268648,8.927167289168468,2.380126617120837,1.0542658154381892
WH039,New York,4625,2143,4,1,19,77994,S711,Groceries,6810,3.7351764922045696,9.386046473541366,4.339697396842895,37574,5501,11572,20,2,18,4.73517649220457,95067,-88257,13.959911894273128,12.309043487517965,1.4724324324324325,2.1581894540363975
WH378,Denver,3385,3251,5,4,5,46917,S586,Automotive,6447,1.378266895660984,9.52677264321144,2.683638298637746,14836,12091,8644,175,0,28,5.378266895660984,67652,-61205,10.493562897471692,22.81612294418981,1.9045790251107828,1.0412180867425407
WH082,Dallas,3756,1623,8,2,25,83069,S801,Apparel,4363,4.841622118032367,6.291763381398928,2.3452135261334583,48455,5138,12163,276,43,18,6.841622118032367,100370,-96007,23.00481320192528,7.7515220307501815,1.16160809371672,2.3142329020332717
WH010,Atlanta,853,4822,2,6,25,30777,S616,Furniture,7854,2.9011038090227186,4.608665813732068,1.2459816215860022,13624,8451,6198,241,40,88,8.901103809022718,45426,-37572,5.783804430863254,6.261009982384028,9.207502930832357,0.17689755288262132
WH232,Los Angeles,1999,4340,10,4,25,59472,S365,Furniture,4602,4.093949324976702,4.45675169425218,4.5564093742173135,20435,6118,12838,265,36,33,8.093949324976702,78428,-73826,17.042155584528466,9.782236359187667,2.3021510755377688,0.4605990783410138
WH205,San Francisco,4855,4555,7,6,13,44452,S450,Apparel,7850,3.158681814624715,1.405207471438337,4.644929750089861,29113,5476,3787,35,10,68,9.158681814624714,53715,-45865,6.842675159235669,16.67639885961598,1.6168898043254376,1.0658616904500549
WH236,Atlanta,4793,4845,4,5,6,76581,S511,Apparel,7472,2.493734079232039,1.6878560502785165,3.661938243917697,40975,8669,5610,79,35,92,7.4937340792320395,90860,-83388,12.160064239828694,11.697376449054302,1.558940121009806,0.9892672858617131
WH331,San Francisco,2710,2793,7,2,22,40686,S857,Electronics,5156,4.147032732302561,5.687013355747712,3.1619935023130155,33721,5159,9866,227,30,86,6.147032732302561,55711,-50555,10.805081458494957,8.036535096823938,1.9025830258302583,0.9702828499820981
WH221,Dallas,4693,2590,6,2,9,68367,S923,Apparel,2077,3.687660635337499,1.1222964721776392,3.2022021152372475,16068,12663,13144,106,12,19,5.687660635337499,94174,-92097,45.34135772749158,29.207119741100325,0.4425740464521628,1.811969111969112
WH420,Denver,3177,3658,9,6,11,51099,S334,Automotive,4728,2.228897599874667,3.228079421307656,4.705196817484711,38501,15641,12475,131,4,28,8.228897599874667,79215,-74487,16.754441624365484,8.251733721202047,1.4881964117091595,0.8685073810825588
WH178,Atlanta,2897,5133,10,5,12,55488,S840,Automotive,9032,2.995728111088946,5.727325542666683,3.966267629358512,41563,15830,13589,144,49,24,7.995728111088946,84907,-75875,9.400686448184233,6.970141712580902,3.117707973765965,0.5643872978764854
WH009,Atlanta,3113,639,3,5,21,73388,S520,Groceries,5139,0.6823629612278101,2.3485187673247934,1.2116350947503007,42738,1938,10983,29,0,19,5.68236296122781,86309,-81170,16.794901731854445,7.283915953016051,1.6508191455187922,4.871674491392802
WH266,Miami,4262,4453,4,7,20,47772,S644,Automotive,4193,2.016806076618449,9.410102651539525,2.4086257012276358,21690,16433,1907,16,15,9,9.01680607661845,66112,-61919,15.767231099451466,19.649608114338406,0.9838104176442984,0.9571075679317315
WH054,Denver,562,2584,7,7,22,70573,S342,Groceries,8087,0.8934419386488675,3.923041346098174,3.614312955335385,10919,17110,3204,216,2,86,7.893441938648867,90887,-82800,11.238654630889082,5.146991482736514,14.38967971530249,0.21749226006191952
WH297,Chicago,1377,3852,10,2,13,32573,S940,Furniture,4851,2.572734843629043,4.984775575239685,4.027067674092859,22061,7161,13990,275,9,75,4.572734843629043,53724,-48873,11.07482993197279,6.241784143964462,3.522875816993464,0.3574766355140187
WH068,Chicago,3237,4628,2,2,15,82698,S325,Automotive,8869,2.3030968971262498,3.5364465951868387,2.562071464622345,22298,2024,5966,95,39,44,4.30309689712625,90688,-81819,10.225279061901004,14.516997040093283,2.7398826073524867,0.699438202247191
WH496,Miami,4862,4621,10,6,5,87939,S804,Apparel,2900,1.117540979523934,9.409925344743009,1.8574980394756824,45518,13888,8672,264,41,62,7.117540979523934,110499,-107599,38.10310344827586,10.68148864185597,0.5964623611682435,1.052153213590132
WH478,Houston,789,1746,9,6,23,79365,S453,Automotive,3171,2.7423648076544795,9.315235139253392,3.7817580136174103,43927,5602,12965,254,9,65,8.742364807654479,97932,-94761,30.883632923368022,1.7961618139185467,4.019011406844107,0.4518900343642612
WH129,Seattle,3104,4771,2,2,25,80079,S187,Electronics,3050,3.303165258596908,9.62308177114705,4.142530632667576,25046,18888,9374,172,19,58,5.303165258596907,108341,-105291,35.5216393442623,12.393196518406132,0.9826030927835051,0.6505973590442256
WH093,Atlanta,1435,5167,10,3,18,53504,S868,Furniture,6151,3.4955407232912656,1.6488872482675858,2.7164515588987865,16295,3196,14151,114,44,13,6.495540723291265,70851,-64700,11.518614859372459,8.806382325866831,4.286411149825784,0.27772401780530287
WH414,Chicago,4473,2730,10,7,21,32188,S557,Groceries,3435,4.707221900372791,1.3837596926727609,2.142700106194362,17183,2226,9199,87,14,17,11.70722190037279,43613,-40178,12.69665211062591,26.031542803934123,0.7679409792085848,1.6384615384615384
WH100,Los Angeles,1859,4489,5,4,23,34451,S211,Groceries,9634,0.5051594759509981,3.206536021597237,1.1020643173293565,29322,18781,7428,269,47,59,4.5051594759509985,60660,-51026,6.296450072659331,6.339949525953209,5.182356105433029,0.4141234127868122
WH013,Miami,4214,2516,5,7,8,46897,S998,Furniture,2027,4.116614315524204,7.620789530147575,4.68804215850736,44903,18844,8447,26,12,35,11.116614315524204,74188,-72161,36.59990133201776,9.384673629824288,0.481015662078785,1.6748807631160572
WH422,Los Angeles,3561,402,10,3,9,53249,S890,Automotive,2809,3.893007702174429,8.874503241366527,3.219685998829052,37169,12529,8799,125,2,50,6.89300770217443,74577,-71768,26.54930580277679,9.580564448868682,0.7888233642235327,8.85820895522388
WH287,Dallas,3298,408,7,3,9,32024,S971,Groceries,6968,2.755378380493312,7.884325486060242,3.2816015583640725,10604,5177,10228,149,30,19,5.755378380493312,47429,-40461,6.806687715269804,31.10147114296492,2.1127956337174045,8.083333333333334
WH054,Atlanta,2677,4517,7,5,15,88414,S924,Electronics,8398,2.5034526815535045,5.429731238791156,2.019250523513873,13407,19481,4614,228,3,93,7.5034526815535045,112509,-104111,13.397118361514647,19.96718132318938,3.137093761673515,0.5926499889307062
WH258,Houston,1665,1457,2,5,13,56498,S669,Automotive,1525,1.183463664682772,4.362674871530122,3.073135425649372,30826,10751,14777,58,31,74,6.1834636646827725,82026,-80501,53.787540983606554,5.401284629857912,0.9159159159159159,1.1427590940288264
WH136,New York,4421,3181,10,5,11,47922,S851,Electronics,1038,3.848050547745861,7.849501440463722,4.182189570477151,27494,19822,10759,236,35,86,8.84805054774586,78503,-77465,75.62909441233141,16.079871972066634,0.2347885093870165,1.3898145237346746
WH312,Dallas,4808,1153,10,6,19,34386,S471,Groceries,9223,0.8262203298923263,0.7855293240059442,3.707382269768485,46284,16981,11539,238,19,39,6.826220329892326,62906,-53683,6.820557302396184,10.38803906317518,1.918261231281198,4.169991326973114
WH483,Miami,583,3301,2,6,21,45378,S498,Automotive,4534,0.8340030997555311,2.208844548998254,1.436325711386408,33922,7619,14413,298,13,23,6.834003099755531,67410,-62876,14.867666519629466,1.718648664583456,7.777015437392796,0.1766131475310512
WH307,Chicago,2535,670,10,5,7,86852,S105,Electronics,9709,2.3929297875995488,1.4697605067822876,2.788001508463846,38167,2813,9918,64,15,44,7.392929787599549,99583,-89874,10.256772067154186,6.641863389839391,3.829980276134122,3.783582089552239
WH096,Denver,876,4572,8,4,21,51273,S529,Automotive,1549,4.737408838987866,4.378774438164912,3.676212319488384,42787,16048,12204,164,31,44,8.737408838987866,79525,-77976,51.3395739186572,2.0473508308598407,1.7682648401826484,0.19160104986876642
WH037,Houston,1389,1881,3,2,17,48242,S860,Apparel,2669,2.738094464697677,1.1260942084019383,4.512628244794277,16071,5523,4816,2,45,18,4.738094464697677,58581,-55912,21.948669913825402,8.642897143923838,1.9215262778977682,0.7384370015948963
WH319,Dallas,3321,3357,9,1,16,64265,S709,Furniture,4167,3.6685131138275744,2.6293302819586746,3.4040881169142283,44887,2797,9671,245,12,71,4.668513113827574,76733,-72566,18.41444684425246,7.398578653062134,1.2547425474254743,0.9892761394101877
WH039,Miami,874,3644,7,3,8,87744,S724,Furniture,7033,2.7012376215126443,7.269622657191019,1.2956086154258748,11714,8626,3739,80,48,38,5.701237621512645,100109,-93076,14.234181714773213,7.461157589209493,8.046910755148742,0.2398463227222832
WH379,Seattle,1431,4199,5,4,8,73889,S537,Furniture,2413,2.960442683768946,1.9529129590696488,3.8499484049280497,33343,7383,6215,96,36,60,6.960442683768946,87487,-85074,36.25652714463324,4.291755390936628,1.6862334032145352,0.340795427482734
WH165,Dallas,4585,1133,7,2,16,59096,S255,Apparel,7346,3.061060257574442,8.122255481230233,2.7120562910443726,10927,7768,3878,15,24,59,5.061060257574442,70742,-63396,9.630002722570106,41.96028187059577,1.6021810250817885,4.046778464254192
WH228,Dallas,3000,2800,7,6,17,68570,S549,Groceries,3022,2.0734071288774265,1.7256897056349547,2.077692874877569,17122,4512,14576,241,39,93,8.073407128877427,87658,-84636,29.0066181336863,17.52131760308375,1.0073333333333334,1.0714285714285714
WH095,Denver,4376,3250,9,4,12,92958,S428,Furniture,2486,3.750684189553968,2.170777758481307,1.9064014790487331,15561,18118,2657,44,50,96,7.750684189553969,113733,-111247,45.749396621078034,28.12158601632286,0.5680987202925045,1.3464615384615384
WH458,Seattle,1930,1690,2,5,14,59326,S305,Apparel,4275,0.835235956708963,1.0218607308163654,2.2918693611017336,11992,10108,558,3,22,62,5.835235956708963,69992,-65717,16.372397660818713,16.094062708472315,2.215025906735751,1.1420118343195267
WH111,New York,1306,2568,4,1,6,99648,S417,Apparel,7126,1.720847231927259,5.418592416723341,4.2009473045330665,10857,14934,5552,292,24,12,2.7208472319272587,120134,-113008,16.858546168958743,12.029105646126922,5.45635528330781,0.5085669781931464
WH063,Denver,519,4714,10,7,13,48320,S782,Furniture,1845,2.5634494400064507,9.643661997837889,4.354149553823753,46938,13318,3878,127,50,23,9.563449440006451,65516,-63671,35.510027100271,1.1057139204908604,3.554913294797688,0.11009758167161646
WH195,Miami,1618,499,8,3,5,76517,S746,Apparel,6348,3.327310732639825,6.979741513490626,3.8729251307243953,31711,4840,7402,65,50,33,6.327310732639825,88759,-82411,13.982199117832389,5.102330421620258,3.92336217552534,3.2424849699398797
WH033,New York,2148,3006,8,6,18,78909,S779,Apparel,9780,2.498347419661949,9.267905021303486,1.61469952329419,40292,17468,13194,267,22,88,8.498347419661949,109571,-99791,11.20357873210634,5.331083093418048,4.553072625698324,0.7145708582834331
WH290,San Francisco,1252,4500,3,4,17,70261,S111,Groceries,1988,3.151417195847543,6.033220545381233,3.306981389943478,38812,18418,12601,274,17,34,7.151417195847543,101280,-99292,50.945674044265594,3.225806451612903,1.5878594249201279,0.2782222222222222
WH033,Denver,1877,1816,2,4,7,67582,S996,Electronics,9526,4.247775335868873,8.731866695581324,4.109156309285755,23562,4158,862,169,39,47,8.247775335868873,72602,-63076,7.621457064875079,7.966216789746201,5.075119872136388,1.033590308370044
WH492,Dallas,4910,2192,10,6,18,80267,S508,Groceries,1004,4.834405253333769,7.402858602282735,4.700883131548394,23954,13725,8905,66,5,48,10.83440525333377,102897,-101893,102.48705179282868,20.497620439175083,0.2044806517311609,2.2399635036496353
